EventID,DateID,MachineID,ProductTypeID,AirTempC,ProcessTempC,RotationalSpeed,Torque,ToolWear,MachineFailure,TWF,HDF,PWF,OSF,RNF
21,20250101,3,3,25.75,36.150000000000034,1375,42.7,58,0,0,0,0,0,0
22,20250101,1,2,25.650000000000038,36.150000000000034,1450,44.8,63,0,0,0,0,0,0
23,20250101,2,1,25.75,36.150000000000034,1581,30.7,65,0,0,0,0,0,0
24,20250101,3,2,25.850000000000023,36.25,1758,25.7,68,0,0,0,0,0,0
25,20250101,1,1,25.850000000000023,36.25,1561,37.3,70,0,0,0,0,0,0
26,20250101,2,2,25.850000000000023,36.35000000000002,1861,23.3,73,0,0,0,0,0,0
27,20250101,3,2,25.950000000000045,36.35000000000002,1512,39.0,75,0,0,0,0,0,0
28,20250101,1,3,25.950000000000045,36.25,1811,24.6,77,0,0,0,0,0,0
29,20250101,2,2,25.950000000000045,36.25,1439,44.2,82,0,0,0,0,0,0
30,20250101,3,2,25.850000000000023,36.25,1693,30.1,84,0,0,0,0,0,0
31,20250101,1,1,25.950000000000045,36.35000000000002,1339,48.2,86,0,0,0,0,0,0
32,20250101,2,2,25.850000000000023,36.25,1798,25.5,89,0,0,0,0,0,0
33,20250101,3,2,25.850000000000023,36.25,1419,48.3,91,0,0,0,0,0,0
34,20250101,1,2,25.75,36.150000000000034,1665,32.5,93,0,0,0,0,0,0
35,20250101,2,1,25.650000000000038,35.950000000000045,1559,34.7,95,0,0,0,0,0,0
36,20250101,3,1,25.650000000000038,36.05000000000001,1452,48.6,98,0,0,0,0,0,0
37,20250101,1,1,25.75,36.05000000000001,1581,36.7,101,0,0,0,0,0,0
38,20250101,2,2,25.650000000000038,35.950000000000045,1439,39.2,104,0,0,0,0,0,0
39,20250101,3,3,25.75,36.05000000000001,1379,50.7,106,0,0,0,0,0,0
40,20250101,1,2,25.650000000000038,35.950000000000045,1350,52.5,111,0,0,0,0,0,0
41,20250101,2,2,25.650000000000038,35.950000000000045,1362,45.4,113,0,0,0,0,0,0
42,20250101,3,2,25.650000000000038,35.950000000000045,1368,50.8,115,0,0,0,0,0,0
43,20250101,1,1,25.650000000000038,35.950000000000045,1368,49.1,117,0,0,0,0,0,0
44,20250101,2,3,25.650000000000038,36.05000000000001,1372,48.5,120,0,0,0,0,0,0
45,20250101,3,1,25.650000000000038,35.950000000000045,1472,47.5,125,0,0,0,0,0,0
46,20250101,1,2,25.650000000000038,35.950000000000045,1489,49.1,128,0,0,0,0,0,0
47,20250101,2,1,25.55000000000001,35.85000000000002,1843,25.8,130,0,0,0,0,0,0
48,20250101,3,2,25.650000000000038,35.950000000000045,1418,46.3,133,0,0,0,0,0,0
49,20250101,1,3,25.650000000000038,36.05000000000001,1425,53.9,135,0,0,0,0,0,0
50,20250101,2,1,25.75,36.05000000000001,1412,44.1,140,0,0,0,0,0,0
51,20250101,3,2,25.75,35.950000000000045,2861,4.6,143,1,0,0,1,0,0
52,20250101,1,2,25.75,35.950000000000045,1383,54.9,145,0,0,0,0,0,0
53,20250101,2,3,25.650000000000038,35.85000000000002,1497,43.8,147,0,0,0,0,0,0
54,20250101,3,2,25.55000000000001,35.85000000000002,1565,35.1,152,0,0,0,0,0,0
55,20250101,1,2,25.55000000000001,35.85000000000002,1691,30.1,154,0,0,0,0,0,0
56,20250101,2,2,25.650000000000038,35.950000000000045,1512,40.7,156,0,0,0,0,0,0
57,20250101,3,2,25.650000000000038,35.950000000000045,1477,42.4,158,0,0,0,0,0,0
58,20250101,1,2,25.650000000000038,35.950000000000045,1513,40.3,160,0,0,0,0,0,0
59,20250101,2,1,25.650000000000038,35.85000000000002,1661,29.5,162,0,0,0,0,0,0
60,20250101,3,2,25.650000000000038,35.950000000000045,1378,54.4,165,0,0,0,0,0,0
61,20250101,1,2,25.650000000000038,35.950000000000045,1393,52.6,167,0,0,0,0,0,0
62,20250101,2,1,25.650000000000038,35.85000000000002,1592,38.2,169,0,0,0,0,0,0
63,20250101,3,2,25.650000000000038,35.85000000000002,1829,22.9,172,0,0,0,0,0,0
64,20250101,1,1,25.75,35.85000000000002,1812,25.9,174,0,0,0,0,0,0
65,20250101,2,2,25.850000000000023,35.950000000000045,1523,38.6,177,0,0,0,0,0,0
66,20250101,3,2,25.850000000000023,35.950000000000045,1394,45.1,179,0,0,0,0,0,0
67,20250101,1,1,25.75,35.75,1679,28.7,181,0,0,0,0,0,0
68,20250101,2,3,25.650000000000038,35.75,1466,44.1,184,0,0,0,0,0,0
69,20250101,3,2,25.650000000000038,35.75,1527,32.4,189,0,0,0,0,0,0
70,20250101,1,2,25.75,35.85000000000002,1410,65.7,191,1,0,0,1,1,0
71,20250101,2,1,25.75,35.85000000000002,1924,22.6,193,0,0,0,0,0,0
72,20250101,3,2,25.75,35.950000000000045,1452,45.5,196,0,0,0,0,0,0
73,20250101,1,2,25.75,35.950000000000045,1369,44.4,198,0,0,0,0,0,0
74,20250101,2,2,25.850000000000023,35.950000000000045,1592,35.0,200,0,0,0,0,0,0
75,20250101,3,2,25.75,35.85000000000002,1601,32.3,202,0,0,0,0,0,0
76,20250101,1,2,25.650000000000038,35.75,1379,46.7,204,0,0,0,0,0,0
77,20250101,2,2,25.650000000000038,35.75,1461,47.9,206,0,0,0,0,0,0
78,20250101,3,2,25.650000000000038,35.75,1455,41.3,208,1,1,0,0,0,0
79,20250101,1,2,25.650000000000038,35.75,1398,51.5,0,0,0,0,0,0,0
80,20250101,2,2,25.650000000000038,35.75,1402,37.9,2,0,0,0,0,0,0
81,20250101,3,3,25.650000000000038,35.650000000000034,1445,49.9,4,0,0,0,0,0,0
82,20250101,1,2,25.75,35.75,1450,47.5,9,0,0,0,0,0,0
83,20250101,2,2,25.75,35.75,1453,40.8,11,0,0,0,0,0,0
84,20250101,3,2,25.850000000000023,35.85000000000002,1469,40.1,13,0,0,0,0,0,0
85,20250101,1,2,25.75,35.75,1422,47.6,15,0,0,0,0,0,0
86,20250101,2,1,25.850000000000023,35.85000000000002,1804,26.8,17,0,0,0,0,0,0
87,20250101,3,3,25.850000000000023,35.85000000000002,1436,43.9,20,0,0,0,0,0,0
88,20250101,1,2,25.850000000000023,35.85000000000002,1544,31.8,25,0,0,0,0,0,0
89,20250101,2,1,25.850000000000023,35.85000000000002,1419,45.2,27,0,0,0,0,0,0
90,20250101,3,1,25.75,35.75,1487,39.5,30,0,0,0,0,0,0
91,20250101,1,2,25.75,35.75,1753,25.8,33,0,0,0,0,0,0
92,20250101,2,2,25.75,35.75,1830,24.9,35,0,0,0,0,0,0
93,20250101,3,1,25.75,35.75,1727,27.1,37,0,0,0,0,0,0
94,20250101,1,2,25.950000000000045,35.85000000000002,1450,43.0,40,0,0,0,0,0,0
95,20250101,2,2,25.850000000000023,35.75,1622,31.9,42,0,0,0,0,0,0
96,20250101,3,1,25.850000000000023,35.85000000000002,1351,52.2,44,0,0,0,0,0,0
97,20250101,1,1,25.850000000000023,35.85000000000002,1575,35.3,47,0,0,0,0,0,0
98,20250101,2,1,25.75,35.75,1750,29.9,50,0,0,0,0,0,0
99,20250101,3,2,25.75,35.650000000000034,1529,32.7,53,0,0,0,0,0,0
100,20250101,1,2,25.650000000000038,35.650000000000034,1523,44.4,55,0,0,0,0,0,0
101,20250101,2,2,25.650000000000038,35.75,1852,25.0,57,0,0,0,0,0,0
102,20250101,3,2,25.650000000000038,35.650000000000034,1991,20.7,59,0,0,0,0,0,0
103,20250101,1,2,25.650000000000038,35.650000000000034,1555,40.6,61,0,0,0,0,0,0
104,20250101,2,1,25.650000000000038,35.650000000000034,1441,40.5,63,0,0,0,0,0,0
105,20250101,3,2,25.650000000000038,35.55000000000001,1450,43.4,66,0,0,0,0,0,0
106,20250101,1,2,25.650000000000038,35.55000000000001,1591,31.1,68,0,0,0,0,0,0
107,20250101,2,2,25.650000000000038,35.55000000000001,1445,48.5,70,0,0,0,0,0,0
108,20250101,3,1,25.650000000000038,35.650000000000034,1497,46.8,72,0,0,0,0,0,0
109,20250101,1,3,25.75,35.650000000000034,1621,32.7,75,0,0,0,0,0,0
110,20250101,2,2,25.75,35.55000000000001,1572,34.1,80,0,0,0,0,0,0
111,20250101,3,2,25.650000000000038,35.450000000000045,1872,22.5,82,0,0,0,0,0,0
112,20250101,1,3,25.55000000000001,35.450000000000045,1499,43.5,84,0,0,0,0,0,0
113,20250101,2,1,25.650000000000038,35.55000000000001,1498,39.5,89,0,0,0,0,0,0
114,20250101,3,1,25.650000000000038,35.450000000000045,1486,41.9,92,0,0,0,0,0,0
115,20250101,1,2,25.650000000000038,35.450000000000045,1680,29.4,95,0,0,0,0,0,0
116,20250101,2,2,25.650000000000038,35.450000000000045,1431,45.7,97,0,0,0,0,0,0
117,20250101,3,2,25.75,35.55000000000001,1564,34.1,99,0,0,0,0,0,0
118,20250101,1,2,25.650000000000038,35.450000000000045,1599,33.0,101,0,0,0,0,0,0
119,20250101,2,1,25.650000000000038,35.450000000000045,1707,28.1,103,0,0,0,0,0,0
120,20250101,3,2,25.55000000000001,35.35000000000002,1467,40.7,106,0,0,0,0,0,0
121,20250101,1,2,25.75,35.55000000000001,1433,44.7,108,0,0,0,0,0,0
122,20250101,2,2,25.75,35.55000000000001,1558,41.2,110,0,0,0,0,0,0
123,20250101,3,2,25.850000000000023,35.650000000000034,1310,50.7,112,0,0,0,0,0,0
124,20250101,1,2,25.75,35.55000000000001,1546,43.4,114,0,0,0,0,0,0
125,20250101,2,2,25.75,35.55000000000001,1727,29.4,116,0,0,0,0,0,0
126,20250101,3,2,25.75,35.450000000000045,1560,32.2,118,0,0,0,0,0,0
127,20250101,1,2,25.850000000000023,35.450000000000045,1329,60.5,120,0,0,0,0,0,0
128,20250101,2,2,25.75,35.450000000000045,1413,46.5,122,0,0,0,0,0,0
129,20250101,3,2,25.850000000000023,35.450000000000045,1587,38.6,124,0,0,0,0,0,0
130,20250101,1,2,25.75,35.35000000000002,1559,34.3,126,0,0,0,0,0,0
131,20250101,2,2,25.650000000000038,35.25,1473,41.1,128,0,0,0,0,0,0
132,20250101,3,2,25.650000000000038,35.25,1737,27.7,130,0,0,0,0,0,0
133,20250101,1,1,25.55000000000001,35.25,1441,43.2,132,0,0,0,0,0,0
134,20250101,2,1,25.55000000000001,35.25,1430,49.6,135,0,0,0,0,0,0
135,20250101,3,2,25.650000000000038,35.25,1369,53.0,138,0,0,0,0,0,0
136,20250101,1,1,25.650000000000038,35.35000000000002,1711,28.5,140,0,0,0,0,0,0
137,20250101,2,3,25.55000000000001,35.35000000000002,1420,45.7,143,0,0,0,0,0,0
138,20250101,3,2,25.55000000000001,35.450000000000045,1297,55.3,148,0,0,0,0,0,0
139,20250101,1,3,25.650000000000038,35.450000000000045,1449,49.4,150,0,0,0,0,0,0
140,20250101,2,2,25.650000000000038,35.450000000000045,1268,55.8,155,0,0,0,0,0,0
141,20250101,3,2,25.650000000000038,35.450000000000045,1511,36.1,157,0,0,0,0,0,0
142,20250101,1,2,25.55000000000001,35.35000000000002,1544,35.2,159,0,0,0,0,0,0
143,20250101,2,1,25.450000000000045,35.25,1778,28.2,161,0,0,0,0,0,0
144,20250101,3,3,25.450000000000045,35.25,1407,50.5,164,0,0,0,0,0,0
145,20250101,1,1,25.450000000000045,35.25,1391,42.4,169,0,0,0,0,0,0
146,20250101,2,2,25.350000000000023,35.25,1513,33.6,172,0,0,0,0,0,0
147,20250101,3,3,25.350000000000023,35.25,1612,36.1,174,0,0,0,0,0,0
148,20250101,1,2,25.25,35.25,1515,40.1,179,0,0,0,0,0,0
149,20250101,2,1,25.150000000000038,35.150000000000034,1379,48.0,181,0,0,0,0,0,0
150,20250101,3,2,25.25,35.150000000000034,1473,39.9,184,0,0,0,0,0,0
151,20250101,1,2,25.25,35.150000000000034,1422,42.7,186,0,0,0,0,0,0
152,20250101,2,1,25.25,35.05000000000001,1463,37.6,188,0,0,0,0,0,0
153,20250101,3,1,25.25,35.05000000000001,1584,41.0,191,0,0,0,0,0,0
154,20250101,1,2,25.25,35.05000000000001,1850,27.0,194,0,0,0,0,0,0
155,20250101,2,2,25.25,35.05000000000001,1528,36.2,196,0,0,0,0,0,0
156,20250101,3,3,25.25,35.05000000000001,1987,19.8,198,0,0,0,0,0,0
157,20250101,1,1,25.25,34.950000000000045,1495,46.0,203,0,0,0,0,0,0
158,20250101,2,3,25.25,35.05000000000001,1478,43.5,206,0,0,0,0,0,0
159,20250101,3,1,25.25,35.05000000000001,1499,40.0,211,0,0,0,0,0,0
160,20250101,1,2,25.25,35.05000000000001,1471,47.0,214,0,0,0,0,0,0
161,20250101,2,2,25.25,35.05000000000001,1282,60.7,216,1,0,0,0,1,0
162,20250101,3,2,25.150000000000038,34.950000000000045,1412,52.3,218,1,0,0,0,1,0
163,20250101,1,2,25.150000000000038,34.950000000000045,1586,35.5,0,0,0,0,0,0,0
164,20250101,2,1,25.25,35.05000000000001,1468,43.8,2,0,0,0,0,0,0
165,20250101,3,1,25.350000000000023,35.150000000000034,1440,43.6,5,0,0,0,0,0,0
166,20250101,1,2,25.350000000000023,35.25,1733,26.0,8,0,0,0,0,0,0
167,20250101,2,3,25.25,35.05000000000001,1612,32.6,10,0,0,0,0,0,0
168,20250101,3,3,25.25,35.150000000000034,1458,42.9,15,0,0,0,0,0,0
169,20250101,1,2,25.25,35.150000000000034,1433,62.3,20,1,0,0,1,0,0
170,20250101,2,2,25.25,35.150000000000034,1318,59.1,22,0,0,0,0,0,0
171,20250101,3,1,25.25,35.05000000000001,1610,35.0,24,0,0,0,0,0,0
172,20250101,1,2,25.05000000000001,34.950000000000045,1462,50.8,27,0,0,0,0,0,0
173,20250101,2,1,24.950000000000045,34.85000000000002,1924,20.8,29,0,0,0,0,0,0
174,20250101,3,1,25.05000000000001,34.85000000000002,1591,33.7,32,0,0,0,0,0,0
175,20250101,1,2,25.05000000000001,34.950000000000045,1306,58.3,35,0,0,0,0,0,0
176,20250101,2,2,25.05000000000001,34.950000000000045,1382,43.5,37,0,0,0,0,0,0
177,20250101,3,2,25.05000000000001,34.950000000000045,1618,34.7,39,0,0,0,0,0,0
178,20250101,1,2,25.05000000000001,35.05000000000001,1988,21.4,41,0,0,0,0,0,0
179,20250101,2,2,25.05000000000001,35.05000000000001,1436,50.2,43,0,0,0,0,0,0
180,20250101,3,2,25.05000000000001,35.150000000000034,1304,49.8,45,0,0,0,0,0,0
181,20250101,1,2,25.05000000000001,35.150000000000034,1475,49.9,47,0,0,0,0,0,0
182,20250101,2,3,25.05000000000001,35.150000000000034,1824,24.2,49,0,0,0,0,0,0
183,20250101,3,1,24.950000000000045,35.05000000000001,1342,48.1,54,0,0,0,0,0,0
184,20250101,1,2,24.950000000000045,35.05000000000001,1485,40.7,57,0,0,0,0,0,0
185,20250101,2,2,25.05000000000001,35.05000000000001,1667,30.6,59,0,0,0,0,0,0
186,20250101,3,2,25.05000000000001,35.05000000000001,1446,38.2,61,0,0,0,0,0,0
187,20250101,1,2,24.950000000000045,35.150000000000034,1301,56.0,63,0,0,0,0,0,0
188,20250101,2,2,25.05000000000001,35.25,1379,43.1,65,0,0,0,0,0,0
189,20250101,3,2,25.150000000000038,35.35000000000002,1606,33.6,67,0,0,0,0,0,0
190,20250101,1,1,25.150000000000038,35.25,1539,43.4,69,0,0,0,0,0,0
191,20250101,2,2,25.05000000000001,35.25,1477,49.9,72,0,0,0,0,0,0
192,20250101,3,2,25.05000000000001,35.25,1666,34.6,74,0,0,0,0,0,0
193,20250101,1,3,25.05000000000001,35.25,1398,51.8,76,0,0,0,0,0,0
194,20250101,2,3,25.05000000000001,35.25,1678,34.6,81,0,0,0,0,0,0
195,20250101,3,1,25.05000000000001,35.35000000000002,2678,10.7,86,1,0,0,1,0,0
196,20250101,1,2,25.150000000000038,35.35000000000002,1453,42.9,89,0,0,0,0,0,0
197,20250101,2,3,25.150000000000038,35.450000000000045,1432,49.5,91,0,0,0,0,0,0
198,20250101,3,1,25.25,35.450000000000045,1527,40.9,96,0,0,0,0,0,0
199,20250101,1,2,25.25,35.55000000000001,1588,35.0,99,0,0,0,0,0,0
200,20250101,2,2,25.25,35.450000000000045,1433,47.1,101,0,0,0,0,0,0
201,20250101,3,2,25.25,35.450000000000045,1609,35.0,103,0,0,0,0,0,0
202,20250101,1,2,25.150000000000038,35.35000000000002,1575,41.2,105,0,0,0,0,0,0
203,20250101,2,1,25.25,35.35000000000002,1636,35.7,107,0,0,0,0,0,0
204,20250101,3,2,25.25,35.35000000000002,1490,37.9,110,0,0,0,0,0,0
205,20250101,1,2,25.25,35.35000000000002,1741,32.8,112,0,0,0,0,0,0
206,20250101,2,1,25.350000000000023,35.450000000000045,1344,53.0,114,0,0,0,0,0,0
207,20250101,3,2,25.350000000000023,35.55000000000001,1609,35.3,117,0,0,0,0,0,0
208,20250101,1,1,25.25,35.55000000000001,1421,60.7,119,1,0,0,1,0,0
209,20250101,2,2,25.25,35.450000000000045,1591,36.7,122,0,0,0,0,0,0
210,20250101,3,2,25.25,35.450000000000045,1477,44.0,124,0,0,0,0,0,0
211,20250101,1,2,25.25,35.55000000000001,1523,36.1,126,0,0,0,0,0,0
212,20250101,2,2,25.350000000000023,35.55000000000001,1575,33.9,128,0,0,0,0,0,0
213,20250101,3,3,25.25,35.55000000000001,1344,52.9,130,0,0,0,0,0,0
214,20250101,1,2,25.25,35.55000000000001,1386,44.9,135,0,0,0,0,0,0
215,20250101,2,1,25.150000000000038,35.450000000000045,1589,37.1,137,0,0,0,0,0,0
216,20250101,3,2,25.150000000000038,35.450000000000045,1548,40.3,140,0,0,0,0,0,0
217,20250101,1,2,25.150000000000038,35.450000000000045,1499,38.3,142,0,0,0,0,0,0
218,20250101,2,2,25.150000000000038,35.35000000000002,1664,31.6,144,0,0,0,0,0,0
219,20250101,3,2,25.150000000000038,35.450000000000045,1447,38.1,146,0,0,0,0,0,0
220,20250101,1,1,25.150000000000038,35.35000000000002,1434,46.2,148,0,0,0,0,0,0
221,20250101,2,2,25.150000000000038,35.35000000000002,1416,52.7,151,0,0,0,0,0,0
222,20250101,3,3,25.25,35.35000000000002,1827,24.3,153,0,0,0,0,0,0
223,20250101,1,2,25.25,35.450000000000045,1304,45.0,158,0,0,0,0,0,0
224,20250101,2,2,25.25,35.450000000000045,1569,34.4,160,0,0,0,0,0,0
225,20250101,3,2,25.150000000000038,35.450000000000045,1584,29.3,162,0,0,0,0,0,0
226,20250101,1,2,25.150000000000038,35.35000000000002,1362,53.8,164,0,0,0,0,0,0
227,20250101,2,2,25.150000000000038,35.25,1329,49.2,166,0,0,0,0,0,0
228,20250101,3,2,25.150000000000038,35.35000000000002,1539,36.1,168,0,0,0,0,0,0
229,20250101,1,1,25.150000000000038,35.35000000000002,1629,37.1,170,0,0,0,0,0,0
230,20250101,2,2,25.150000000000038,35.35000000000002,1538,32.2,173,0,0,0,0,0,0
231,20250101,3,2,25.150000000000038,35.450000000000045,1570,34.8,175,0,0,0,0,0,0
232,20250101,1,2,25.150000000000038,35.25,1408,43.1,177,0,0,0,0,0,0
233,20250101,2,2,25.05000000000001,35.25,1424,47.6,179,0,0,0,0,0,0
234,20250101,3,2,25.05000000000001,35.25,1512,34.9,181,0,0,0,0,0,0
235,20250101,1,2,25.05000000000001,35.25,1478,42.9,183,0,0,0,0,0,0
236,20250101,2,1,24.950000000000045,35.150000000000034,1680,33.7,185,0,0,0,0,0,0
237,20250101,3,2,24.950000000000045,35.150000000000034,1495,38.7,188,0,0,0,0,0,0
238,20250101,1,1,24.850000000000023,34.950000000000045,1552,36.6,190,0,0,0,0,0,0
239,20250101,2,2,24.75,34.950000000000045,1393,50.3,193,0,0,0,0,0,0
240,20250101,3,2,24.850000000000023,35.05000000000001,1611,30.6,195,0,0,0,0,0,0
241,20250101,1,1,24.850000000000023,34.950000000000045,1339,51.6,197,0,0,0,0,0,0
242,20250101,2,2,24.850000000000023,34.950000000000045,1777,24.3,200,0,0,0,0,0,0
243,20250101,3,2,24.850000000000023,35.05000000000001,1348,58.8,202,1,0,0,0,1,0
244,20250101,1,2,24.850000000000023,35.05000000000001,1442,44.1,204,0,0,0,0,0,0
245,20250101,2,1,24.850000000000023,35.05000000000001,1395,49.1,206,0,0,0,0,0,0
246,20250101,3,1,24.75,34.950000000000045,1627,31.4,209,0,0,0,0,0,0
247,20250101,1,2,24.75,34.950000000000045,1585,33.5,212,0,0,0,0,0,0
248,20250101,2,2,24.850000000000023,35.05000000000001,1469,45.5,214,0,0,0,0,0,0
249,20250101,3,2,24.850000000000023,35.150000000000034,1362,56.8,216,1,0,0,0,1,0
250,20250101,1,2,24.850000000000023,35.150000000000034,1405,56.2,218,1,0,0,0,1,0
251,20250101,2,2,24.850000000000023,35.150000000000034,1662,32.7,0,0,0,0,0,0,0
252,20250101,3,1,24.850000000000023,35.05000000000001,1466,42.6,2,0,0,0,0,0,0
253,20250101,1,2,24.850000000000023,35.05000000000001,1620,35.8,5,0,0,0,0,0,0
254,20250101,2,2,24.850000000000023,35.05000000000001,1357,48.2,7,0,0,0,0,0,0
255,20250101,3,2,24.850000000000023,35.05000000000001,1514,37.9,9,0,0,0,0,0,0
256,20250101,1,2,24.850000000000023,35.05000000000001,1489,40.4,11,0,0,0,0,0,0
257,20250101,2,2,24.950000000000045,35.150000000000034,1331,63.0,13,0,0,0,0,0,0
258,20250101,3,2,24.850000000000023,34.85000000000002,1615,29.5,15,0,0,0,0,0,0
259,20250101,1,2,24.950000000000045,35.05000000000001,1482,37.9,17,0,0,0,0,0,0
260,20250101,2,1,24.950000000000045,35.05000000000001,1420,63.9,19,1,0,0,1,0,0
261,20250101,3,1,25.05000000000001,35.150000000000034,1522,49.1,22,0,0,0,0,0,0
262,20250101,1,2,24.950000000000045,35.05000000000001,1654,32.1,25,0,0,0,0,0,0
263,20250101,2,1,24.950000000000045,35.05000000000001,1736,26.8,27,0,0,0,0,0,0
264,20250101,3,1,24.850000000000023,34.950000000000045,1587,32.3,30,0,0,0,0,0,0
265,20250101,1,2,24.950000000000045,35.05000000000001,1390,47.5,33,0,0,0,0,0,0
266,20250101,2,2,24.850000000000023,34.950000000000045,1454,37.1,35,0,0,0,0,0,0
267,20250101,3,3,24.850000000000023,34.950000000000045,1440,43.7,37,0,0,0,0,0,0
268,20250101,1,2,24.75,34.85000000000002,1954,21.1,42,0,0,0,0,0,0
269,20250101,2,3,24.75,34.85000000000002,1800,24.8,44,0,0,0,0,0,0
270,20250101,3,2,24.850000000000023,34.85000000000002,1524,37.0,49,0,0,0,0,0,0
271,20250101,1,3,24.850000000000023,34.85000000000002,1520,39.6,51,0,0,0,0,0,0
272,20250101,2,1,24.950000000000045,34.950000000000045,1452,40.8,56,0,0,0,0,0,0
273,20250101,3,2,24.950000000000045,34.950000000000045,1484,40.4,59,0,0,0,0,0,0
274,20250101,1,2,24.950000000000045,34.85000000000002,1426,46.0,61,0,0,0,0,0,0
275,20250101,2,2,24.950000000000045,34.85000000000002,1652,28.5,63,0,0,0,0,0,0
276,20250101,3,2,24.850000000000023,34.85000000000002,1401,54.7,65,0,0,0,0,0,0
277,20250101,1,1,24.850000000000023,34.75,1750,26.6,67,0,0,0,0,0,0
278,20250101,2,3,24.850000000000023,34.85000000000002,1479,50.7,70,0,0,0,0,0,0
279,20250101,3,1,24.850000000000023,34.85000000000002,1620,29.4,75,0,0,0,0,0,0
280,20250101,1,2,24.850000000000023,34.950000000000045,1819,23.4,78,0,0,0,0,0,0
281,20250101,2,1,24.950000000000045,34.950000000000045,1456,43.7,80,0,0,0,0,0,0
282,20250101,3,2,24.950000000000045,34.85000000000002,1626,36.5,83,0,0,0,0,0,0
283,20250101,1,1,24.950000000000045,34.950000000000045,1390,49.8,85,0,0,0,0,0,0
284,20250101,2,2,25.05000000000001,35.05000000000001,1469,43.0,88,0,0,0,0,0,0
285,20250101,3,2,25.05000000000001,35.150000000000034,2051,19.2,90,0,0,0,0,0,0
286,20250101,1,2,25.05000000000001,35.150000000000034,1568,36.0,92,0,0,0,0,0,0
287,20250101,2,2,25.05000000000001,35.150000000000034,1589,33.2,94,0,0,0,0,0,0
288,20250101,3,2,25.05000000000001,35.150000000000034,1805,31.6,96,0,0,0,0,0,0
289,20250101,1,3,25.05000000000001,35.25,1385,42.2,98,0,0,0,0,0,0
290,20250101,2,2,24.950000000000045,35.25,1436,46.7,103,0,0,0,0,0,0
291,20250101,3,2,24.950000000000045,35.25,1438,45.6,105,0,0,0,0,0,0
292,20250101,1,2,24.850000000000023,35.150000000000034,1473,42.6,107,0,0,0,0,0,0
293,20250101,2,2,24.950000000000045,35.25,1335,40.2,109,0,0,0,0,0,0
294,20250101,3,3,24.950000000000045,35.35000000000002,1392,44.8,111,0,0,0,0,0,0
295,20250101,1,1,24.950000000000045,35.35000000000002,1372,51.1,116,0,0,0,0,0,0
296,20250101,2,1,24.950000000000045,35.450000000000045,1716,30.7,119,0,0,0,0,0,0
297,20250101,3,2,24.850000000000023,35.35000000000002,1395,46.2,122,0,0,0,0,0,0
298,20250101,1,2,24.850000000000023,35.35000000000002,1713,25.3,124,0,0,0,0,0,0
299,20250101,2,3,24.75,35.35000000000002,2129,18.7,126,0,0,0,0,0,0
300,20250101,3,1,24.650000000000038,35.150000000000034,1567,35.6,131,0,0,0,0,0,0
301,20250101,1,2,24.650000000000038,35.25,1622,38.3,134,0,0,0,0,0,0
302,20250101,2,2,24.55000000000001,35.25,1740,27.1,136,0,0,0,0,0,0
303,20250101,3,3,24.650000000000038,35.25,1512,35.1,138,0,0,0,0,0,0
304,20250101,1,1,24.650000000000038,35.25,1479,43.5,143,0,0,0,0,0,0
305,20250101,2,2,24.650000000000038,35.25,1737,27.5,146,0,0,0,0,0,0
306,20250101,3,2,24.650000000000038,35.25,2129,19.2,148,0,0,0,0,0,0
